0,0,10,1,8,2,8,13,1,9,1,6,2,8,1,11,5,9,1,5,38,15,40,82,43,67,184,80,37,59,49,37,45,195,149,140,2
0,2,0,0,1,2,2,1,1,5,1,8,3,1,1,13,5,22,1,5,44,15,43,88,35,97,181,108,43,63,101,38,43,178,147,158,2
0,1,12,6,8,5,1,3,4,9,2,5,1,5,4,10,5,8,1,5,41,15,40,88,38,101,181,120,43,61,103,45,47,122,159,169,2
0,1,8,5,3,2,0,1,3,11,1,8,4,1,3,11,5,4,19,15,16,15,10,32,11,13,9,18,7,13,151,212,208,183,105,91,1
0,1,8,5,3,2,0,1,3,11,1,8,4,1,3,11,5,4,1,5,44,15,40,88,59,97,181,102,43,62,99,38,42,67,145,159,0
0,2,0,0,1,2,2,1,1,5,1,8,3,1,1,13,5,22,19,15,16,15,7,32,35,13,9,22,7,12,149,212,207,72,103,92,1
1,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,1,0,1,5,37,14,29,79,58,92,156,110,37,53,49,86,53,47,130,127,0
